appid,name,developer,publisher,positive,negative,owners,price,initialprice,discount,ccu
846780,JumpStream,Digital Continue,Digital Continue,13,7,35000.0,0.0,0.0,0,1
846800,Diner Bros,JAYFLGAMES,JAYFLGAMES,774,85,75000.0,9.99,9.99,0,5
846870,Yooka-Laylee and the Impossible Lair,Playtonic Games,Playtonic Friends,1042,227,350000.0,29.99,29.99,0,8
846880,The Chronicles of Quiver Dick,Crankage Games,Crankage Games,173,10,35000.0,2.99,2.99,0,0
847360,Super Lucky's Tale,Playful Corp.,Xbox Game Studios,574,108,35000.0,4.49,29.99,85,2
847370,Sunset Overdrive,"Insomniac Games, Blind Squirrel Games",Xbox Game Studios,11638,1261,750000.0,19.99,19.99,0,73
847660,Story: Heaven & Hell,KuKo,KuKo,34,66,35000.0,0.49,0.99,51,0
847890,小黄条/YYNote,肥羊,肥羊,48,20,35000.0,0.0,0.0,0,1
848030,Roundguard,Wonderbelly Games,Wonderbelly Games,453,99,150000.0,19.99,19.99,0,2
848060,Story of a Gladiator,Brain Seal Ltd,Brain Seal Ltd,167,41,35000.0,5.49,10.99,50,0
848310,Bitcoin Trading Master: Simulator,Linkflag,Linkflag,136,81,35000.0,4.99,4.99,0,0
848350,Katamari Damacy REROLL,MONKEYCRAFT Co. Ltd.,BANDAI NAMCO Entertainment,5615,406,350000.0,7.49,29.99,75,26
848450,Subnautica: Below Zero,Unknown Worlds Entertainment,Unknown Worlds Entertainment,87607,9053,3500000.0,29.99,29.99,0,698
848480,Creeper World 4,Knuckle Cracker,Knuckle Cracker,4155,210,350000.0,24.99,24.99,0,203
848520,Super Destronaut DX,Petite Games,Ratalaika Games S.L.,79,10,10000.0,4.99,4.99,0,0
848550,Welcome Back To 2007 Part II,Siberian Mouse,Siberian Mouse,270,211,35000.0,0.49,4.99,90,0
848700,Toki Time Trial,DigiPen Institute of Technology,DigiPen Institute of Technology,82,6,10000.0,0.0,0.0,0,0
849100,Alaskan Road Truckers,Road Studio S.A.,"Green Man Gaming Publishing, Feel Good Games",1891,1097,150000.0,21.99,21.99,0,17
849210,Raccoo Venture,Diego Ras,QUByte Interactive,120,14,35000.0,14.99,14.99,0,0
849320,Tank Rush,13-lab,"13-lab, azimuth team",10,75,35000.0,0.99,0.99,0,0
849420,Professor Madhouse,Red Dev Studio S.A.,SIG Publishing,8,8,35000.0,1.99,1.99,0,0
849520,Rheum,SpaceMyFriend,SpaceMyFriend,21,5,35000.0,2.99,2.99,0,0
849680,TimeTekker,Artii Games LLC,Artii Games LLC,59,6,35000.0,0.0,0.0,0,0
849800,Mermaid Mission: Titanic,Arglefumph,Arglefumph,56,3,10000.0,0.0,0.0,0,0
849840,Imperi II,Nuts and Volts Electronics,Nuts and Volts Electronics,2,4,35000.0,0.54,0.99,45,0
849940,Freefall Tournament,y8.com,y8.com,77,29,150000.0,4.99,4.99,0,1
850000,Noel the Mortal Fate Complete Edition,"KANAWO, Vaka Game Magazine",Vaka Game Magazine,2525,101,150000.0,14.99,14.99,0,3
850050,Achievement Idler: Red,IHM Studio,IHM Studio,315,54,35000.0,0.99,0.99,0,0
850110,Number Guesser,Jether,Jether,9,6,35000.0,0.99,0.99,0,0
850190,Goat Simulator 3,Coffee Stain North,Coffee Stain Publishing,10177,218,350000.0,29.99,29.99,0,474
850230,Women's Soccer/Football Manager,Trophy Games ApS,Trophy Games ApS,64,33,35000.0,0.0,0.0,0,2
850290,Grimmwood Open Beta,Big Moustache Games,Headup Publishing,187,85,75000.0,0.0,0.0,0,0
850320,PHOGS!,Bit Loom Games,Coatsink,886,195,35000.0,4.99,24.99,80,27
850330,best game eu,Black FishMaker,MAKER.GG,108,22,35000.0,0.0,0.0,0,0
850450,Escape First,OnSkull Games,OnSkull Games,282,147,75000.0,5.99,5.99,0,0
850500,Slum Ball VR Tournament,U24 Solutions,U24 Solutions,40,4,75000.0,14.99,14.99,0,0
850690,Crying is not Enough: Remastered,Storyline Team.,Storyline Team.,89,97,35000.0,0.0,0.0,0,1
850820,祛魅·教化（祛魅1）,LU QI,LU QI,78,28,35000.0,3.99,3.99,0,0
850930,MODERN ROAD-LIKE,Jordan Rott,Jordan Rott,2,0,35000.0,0.95,0.95,0,0
850950,Helicopter Flight Simulator,Simulators Live,Simulators Live,3,12,35000.0,0.0,0.0,0,0
850980,GUILTY GEAR,Arc System Works,Arc System Works,497,113,75000.0,9.99,9.99,0,6
851000,Achievement Machine,Gamenesis,Gamenesis,154,42,75000.0,0.0,0.0,0,0
851050,Paper Dolls VR,"Beijing Litchi Culture Media Co., Ltd.","Beijing Litchi Culture Media Co., Ltd.",54,47,10000.0,1.59,15.99,90,0
851100,Touhou Luna Nights,"Team Ladybug, WSS playground","WSS playground, Alliance Arts",13668,339,750000.0,17.99,17.99,0,15
851110,Idle Racing GO: Clicker Tycoon,T-Bull,T-Bull,331,312,75000.0,0.0,0.0,0,13
851180,Blood Harvest 3,BekkerDev Studio,BekkerDev Studio,160,52,10000.0,2.99,2.99,0,3
851280,MindSeize,Kamina Dimension,Kamina Dimension,226,71,35000.0,14.99,14.99,0,0
851530,Mini-Dead,Alec Smith,Milo Games,821,50,150000.0,0.0,0.0,0,0
851640,Marble Race,Elastic Sea,Elastic Sea,101,13,10000.0,4.99,4.99,0,2
851670,LUMINES REMASTERED,Resonair,Enhance,602,36,75000.0,14.99,14.99,0,32
851800,G2 Fighter / 基因特工,一寸光年G2工作室,FUNBOX GAMES,2368,625,150000.0,15.99,15.99,0,0
851810,Ultimate Sudoku Collection,Stanley Lam,Stanley Lam,138,46,75000.0,0.0,0.0,0,3
851850,DRAGON BALL Z: KAKAROT,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment Inc.,50976,3704,1500000.0,19.99,19.99,0,264
851880,RŌA,ARQUOIA,ARQUOIA,11,9,35000.0,2.99,2.99,0,0
851890,Gal*Gun 2,"INTI CREATES CO., LTD.",PQube,1961,383,150000.0,7.49,29.99,75,2
851920,Nova Wing III,Sub Orbital Software,Sub Orbital Software,5,7,35000.0,0.57,0.99,42,0
851930,Battle Royale Tycoon,Endless Loop Studios,Endless Loop Studios,355,154,75000.0,9.99,9.99,0,0
851950,Heroine of the Sniper,kido,kido,350,18,35000.0,9.99,9.99,0,3
852110,RetroMaze,"Durven Studios, BrazMonkey Studio",Durven Studios,1407,53,350000.0,0.99,0.99,0,0
852220,Accident,"Duality Games, Spirit Games Studio","Duality Games, PlayWay S.A., HeartBeat Games",1197,350,150000.0,14.99,14.99,0,3
852250,Danger Room VR,The Game Forger,The Game Forger,27,8,35000.0,0.0,0.0,0,0
852300,Creature in the Well,"Flight School Studio, MWM Interactive",Flight School Studio,267,70,35000.0,14.99,14.99,0,0
852340,King Rabbit - Puzzle,RareSloth,RareSloth,310,27,75000.0,0.0,0.0,0,1
852500,WorldQuest,Tier 9 Game Studios,Tier 9 Game Studios,60,25,35000.0,0.0,0.0,0,0
852660,Linear Chicken,FelGC.GamesDevelopment,FelGC.GamesDevelopment,17,7,10000.0,0.0,0.0,0,0
852720,Voxel Tanks,PigeonDev,PigeonDev,31,12,75000.0,2.99,2.99,0,0
852900,Space Captain McCallery - Episode 1: Crash Landing,Renegade Sector Games,Renegade Sector Games,30,6,35000.0,0.0,0.0,0,0
852910,sweet pool,Nitro+CHiRAL,JAST,335,36,35000.0,19.99,19.99,0,0
853050,El Hijo - A Wild West Tale,"Honig Studios, Quantumfrog","HandyGames, THQ Nordic Mobile",167,39,35000.0,19.99,19.99,0,0
853060,Timothy vs the Aliens,WildSphere,WildSphere,10,3,10000.0,16.99,16.99,0,0
853140,Adeptus Titanicus: Dominus,Membraine Studios,Membraine Studios,356,211,10000.0,0.0,0.0,0,0
853200,Shred! 2 - ft Sam Pilgrim,ASBO Interactive,ASBO Interactive Ltd,183,30,35000.0,9.99,9.99,0,1
853220,Doors & Rooms,"Gameday Inc., Iplay Inc.",Gameday Inc.,16,5,10000.0,6.99,6.99,0,1
853450,Nevergrind Online,Neverworks Games,Neverworks Games,1093,159,75000.0,15.99,15.99,0,79
853500,Quarantine Circular,Bithell Games,Bithell Games,378,50,150000.0,5.99,5.99,0,0
853550,Equilinox,ThinMatrix,ThinMatrix,2731,218,150000.0,9.99,9.99,0,9
853580,Lost,RewindApp,RewindApp,12,25,35000.0,1.99,1.99,0,0
853620,Stickman in the Portal,BBB Games,BBB Games,46,32,35000.0,0.99,0.99,0,0
853770,Maximum Action,George Mandell,Balloon Moose Games,3333,375,350000.0,19.99,19.99,0,10
853860,aMAZE Classic,Blender Games,Blender Games,224,57,10000.0,1.99,1.99,0,0
854110,AFTER-H,SmartVR Studio,SmartVR Studio,58,47,75000.0,0.0,0.0,0,0
854150,Snail Racer Extreme,,Displacement Studios,77,40,35000.0,0.99,0.99,0,0
854250,FPV Freerider,John Holmvall,Jord&Eld,255,33,75000.0,5.99,5.99,0,12
854510,Warlock: Tower Defence,Snowdon Games,Snowdon Games,1,3,75000.0,2.99,2.99,0,0
854860,Cows VS Vikings,Redox Entertainment Inc,Redox Entertainment Inc,353,65,35000.0,8.99,8.99,0,0
854940,Ikenfell,Happy Ray Games,Balor Games,1063,107,150000.0,19.99,19.99,0,4
855010,270 | Two Seventy US Election,Political Games LLC,Political Games LLC,795,257,350000.0,0.0,0.0,0,9
855050,Thunderbolt 2,LillyWelland inc.,Bitlock Studio,22,10,10000.0,0.99,0.99,0,0
855530,New Ice York,magicdweedoo,"magicdweedoo, Nonsense Machine",18,3,35000.0,10.0,10.0,0,0
855580,Ahlman Arcade 2018,Team in Time,Ahlman Game Studio,28,10,35000.0,0.0,0.0,0,0
855630,Zeliria Sanctuary,Salangan Games,Phoenix_co,622,88,35000.0,9.99,9.99,0,1
855640,My Brother Rabbit,Artifex Mundi,Artifex Mundi,1848,69,150000.0,14.99,14.99,0,3
855730,Plants,Rogerty,Rogerty,13,3,35000.0,1.99,1.99,0,0
855740,Bum Simulator,Ragged Games,"Ragged Games, PlayWay S.A.",3533,478,350000.0,19.99,19.99,0,54
855850,Space Elite Force,Rising Moon Games,Rising Moon Games,156,18,10000.0,2.99,2.99,0,0
855860,Superfighters Deluxe,MythoLogic Interactive,MythoLogic Interactive,2906,358,350000.0,9.99,9.99,0,38
856130,Dark SASI,Narko Games,Narko Games,230,157,35000.0,0.99,0.99,0,0
856210,bit Dungeon III,Kinto Games LLC,Kinto Games LLC,145,54,35000.0,9.99,9.99,0,0
856370,One-Way Ticket  / 单程票,Light & Digital Technology,Zodiac Interactive,237,150,35000.0,4.99,4.99,0,0
856380,Cartoonway : Mini Cars,Art Of Adventures,Art Of Adventures,5,2,10000.0,0.0,0.0,0,0
856490,Falling words,Mikhail Melnikov,SA Industry,87,55,35000.0,4.99,4.99,0,1
856610,Beacon,Monothetic LLC,Monothetic LLC,173,26,150000.0,0.0,0.0,0,1
856620,Vカツ / V-Katsu,IVR,IVR,460,61,150000.0,0.0,0.0,0,0
856730,ARENA 8,Artur Rezende,Artur Rezende,1,6,35000.0,0.49,0.99,51,0
856760,Gachi Gang,"Nikita ""Ghost_RUS""",Ghost_RUS Games,18,23,10000.0,0.99,0.99,0,0
856880,Fighting Fantasy Classics,Tin Man Games,Tin Man Games,255,63,150000.0,0.0,0.0,0,2
857010,HUBE: Seeker of Achievements,AFBIK Studio,AFBIK Studio,181,71,35000.0,0.99,0.99,0,0
857020,Putinoids VS Navalnyats - Путиноиды Против Навальнят,"Nikita ""Ghost_RUS""",Ghost_RUS Games,24,19,35000.0,0.99,0.99,0,0
857110,SPACE BLASTER 8 BIT,Dead Crow,Dead Crow,0,2,75000.0,0.99,0.99,0,0
857140,"Snake, snake, snake!",Growfall Games,Growfall Games,29,10,35000.0,1.99,1.99,0,1
857200,Planet Stronghold 2,Winter Wolves,Winter Wolves,44,4,35000.0,6.24,24.99,75,0
857320,SRPG Studio,SapphireSoft,SapphireSoft,211,45,10000.0,59.99,59.99,0,46
857350,CopperCube 6 Game Engine,Ambiera e.U.,Ambiera e.U.,268,63,350000.0,0.0,0.0,0,3
857410,Red Spider3: A Heroine Never Dies,studio wasp,studio wasp,8,1,75000.0,0.0,0.0,0,0
857450,ISLAND,Frontwing,Frontwing USA,1580,81,35000.0,39.99,39.99,0,3
857510,Knife Flipping,RewindApp,RewindApp,14,11,35000.0,1.99,1.99,0,0
857540,Soviet Bear Uni Adventure,J,J,68,25,35000.0,9.99,9.99,0,0
857690,Lagoon Lounge : The Poisonous Fountain,KAIJYU-09,KAIJYU-09,551,38,35000.0,13.99,13.99,0,2
857760,SAD RPG: A Social Anxiety Role Playing Game,Evil Indie Games,Evil Indie Games,18,17,35000.0,7.99,7.99,0,0
857860,Planetary Settlers,Leveler Games,Leveler Games,11,1,35000.0,4.99,4.99,0,0
857940,Nature Calls,KX Games,KX games,441,61,35000.0,6.99,6.99,0,0
857980,Void Bastards,Blue Manchu,Blue Manchu,4527,739,350000.0,29.99,29.99,0,11
858060,Idle Heist,ChimpLabs,ChimpLabs,94,233,75000.0,0.0,0.0,0,0
858100,Grimshade,TALEROCK, Asterion Games,102,40,35000.0,19.99,19.99,0,0
858180,Adventures of Mike,Polina Medyanik, Polina Medyanik,5,9,35000.0,0.99,0.99,0,0
858210,Nova Drift,Chimeric,Pixeljam,13393,592,350000.0,17.99,17.99,0,204
858260,Until You Fall,Schell Games,Schell Games,3039,185,350000.0,11.24,24.99,55,3
858590,Last Tide,Digital Confectioners,Digital Confectioners,717,423,75000.0,0.0,0.0,0,0
858710,Gravity Circuit,Domesticated Ant Games,"PID Games, Dear Villagers",2667,154,150000.0,16.99,16.99,0,30
858760,Scalak,Hamster On Coke Games,Hamster On Coke Games,980,26,35000.0,2.99,2.99,0,2
858810,Dawn of Man,Madruga Works,Madruga Works,14845,2252,1500000.0,24.99,24.99,0,323
858820,Tribes of Midgard,Norsfell,"Gearbox Publishing, 2K",17197,5278,3500000.0,19.99,19.99,0,113
858870,Queen of Seas 2,KomBits Game Studio,KomBits Game Studio,55,22,35000.0,0.49,0.99,51,0
858940,Flowers -Le volume sur ete-,Innocent Grey,JAST,1206,11,35000.0,19.99,19.99,0,2
859090,Turbo Tunnel,Tall James Games,Tall James Games,145,20,10000.0,0.0,0.0,0,0
859180,Monster Castle,Lemix game,Lemix game,81,47,75000.0,0.0,0.0,0,3
859340,Seeking Dawn,Multiverse,Multiverse,551,255,35000.0,29.99,29.99,0,0
859350,Aces of the Luftwaffe - Squadron,HandyGames,"HandyGames, THQ Nordic Mobile",98,44,35000.0,14.99,14.99,0,0
859570,Secret Neighbor: Hello Neighbor Multiplayer,"Hologryph, Eerie Guest Studios",tinyBuild,15991,2508,1500000.0,3.99,19.99,80,91
859580,Imperator: Rome,Paradox Development Studio,Paradox Interactive,17159,9343,1500000.0,39.99,39.99,0,547
859640,Along Together,Turbo Button,Turbo Button,49,5,35000.0,14.99,14.99,0,0
859680,Deep Space Waifu: FANTASY,Neko Climax Studios,Neko Climax Studios,815,28,35000.0,4.99,4.99,0,0
859700,USA 2020,GAMES FOR HUMANS,GAMES FOR HUMANS,179,52,35000.0,0.69,1.99,65,0
859950,The Enthralling Realms,e-FunSoft Games,e-FunSoft Games,3,0,35000.0,2.99,2.99,0,0
859990,Eggs 1942,WoksOnStudios,WoksOnStudios,38,6,10000.0,1.99,1.99,0,0
860000,Cosmic collapse,REX PEX GAMES,REX PEX GAMES,19,5,350000.0,4.99,4.99,0,0
860330,Mutation Mayhem,"Amy Li, Mitchell Shannon, Morgan Wesemann, Stacie McLaury, Tim Arterbury, Trystan Jasperson",Baylor University Game Studios,20,8,35000.0,0.0,0.0,0,0
860400,Unexpected Journey 奇幻之旅,Black Phoenix Studio,Black Phoenix Studio,3,5,35000.0,1.99,1.99,0,0
860440,Goat Life,Dwarven potion brew,Sacred Grab Games,96,57,35000.0,1.99,1.99,0,0
860510,Little Nightmares II,Tarsier Studios,BANDAI NAMCO Entertainment,40494,2548,1500000.0,29.99,29.99,0,229
860620,KURSK,Jujubee S.A.,Salient Games,229,244,35000.0,19.99,19.99,0,0
860860,Suicide Guy: Sleepin' Deeply,Fabio Ferrara,Chubby Pixel,372,98,75000.0,5.99,5.99,0,2
860890,Factory Town,Erik Asmussen,Erik Asmussen,3922,399,350000.0,19.99,19.99,0,37
860910,Hentai 3018,Easy game,Game for people,842,251,350000.0,0.99,0.99,0,3
860950,Mark of the Ninja: Remastered,Klei Entertainment,Klei Entertainment,5913,241,350000.0,19.99,19.99,0,20
860960,N1L (No1Lives),"Ken Henson, Tom Motz","Ken Henson, Tom Motz",9,9,75000.0,0.0,0.0,0,0
861050,DemonsAreCrazy,Bigbug Studio,Bigbug Studio,285,371,150000.0,0.0,0.0,0,1
861160,Argos - The most difficult VR game in the world,PixelsDesign VR Dev,PixelsDesign VR Dev,6,7,35000.0,19.99,19.99,0,0
861250,Cyber Shadow,"Aarne ""MekaSkull"" Hunziker",Yacht Club Games,1182,228,350000.0,11.99,19.99,40,3
861350,Gym Simulator,Schwarz Games,Kavkaz Sila Games,178,276,35000.0,1.99,1.99,0,0
861400,Nefertari: Journey to Eternity,Experius VR,CuriosityStream,211,17,35000.0,0.0,0.0,0,0
861540,Dicey Dungeons,Terry Cavanagh,Terry Cavanagh,9953,1161,350000.0,14.99,14.99,0,71
861650,Session: Skate Sim,crea-ture Studios Inc.,Nacon,12016,2383,750000.0,39.99,39.99,0,262
861710,Geometry Rush,RewindApp,RewindApp,107,18,35000.0,0.69,1.99,65,0
861770,FrogStatue,yeyinggame,yeyinggame,1,0,35000.0,0.99,0.99,0,0
861920,Rocket Valley Tycoon,Rocket Cola Studio,Rocket Cola Studio,102,65,75000.0,0.0,0.0,0,0
861930,Kidz,Battleham,Taiwan Public Television Service Foundation,239,37,75000.0,0.0,0.0,0,1
861940,Crashbots,Neonchimp Games,Neonchimp Games,8,14,150000.0,9.99,9.99,0,0
862300,ROS,AFBIK Studio,AFBIK Studio,50,35,35000.0,0.49,0.99,51,0
862440,Angel Wings,RumR Design,RumR Design,565,73,75000.0,0.0,0.0,0,2
862480,The Spiral Scouts,Cantaloupe Kids,Cantaloupe Kids,474,114,75000.0,9.99,9.99,0,0
862570,Ding Dong XL,Adamvision Studios,Adamvision Studios,833,25,35000.0,0.99,0.99,0,4
862580,OK/NORMAL,98DEMAKE,98DEMAKE,488,112,35000.0,2.99,2.99,0,0
862690,"Kid,napper: Gosh, I'm Kidnapped by a Pupil",Catnip,Catnip,3887,509,350000.0,0.0,0.0,0,1
862740,OneShift,Mazen Games,"GrabTheGames, Mazen Games",57,12,35000.0,4.99,4.99,0,0
862800,Storm Chasers,Little Cloud Games,Little Cloud Games,2328,286,150000.0,12.99,12.99,0,12
863400,Feud,Bearwaves,Bearwaves,196,22,35000.0,0.0,0.0,0,0
863490,Bighead Runner,NukGames,NukGames,132,42,35000.0,4.99,4.99,0,0
863500,All Quiet in the Trenches,Totally Not Aliens,Totally Not Aliens,643,64,10000.0,24.99,24.99,0,20
863550,HITMAN 2,IO Interactive A/S,IO Interactive A/S,68165,6778,7500000.0,0.0,0.0,0,187
863560,Slime CCG,Kody Stone,Sedoc LLC,38,57,75000.0,0.0,0.0,0,0
863570,Super Seducer 2 - Advanced Seduction Tactics,RLR Training Inc,,1432,297,350000.0,12.99,12.99,0,5
863590,Starcom: Nexus,"Wx3 Labs, LLC","Wx3 Labs, LLC",1925,207,75000.0,19.99,19.99,0,10
863840,MinerXP,Jiochees,Jiochees,3,1,35000.0,0.99,0.99,0,0
863940,Treasure Adventure Game,Robit Games,Robit Games,44,4,150000.0,0.0,0.0,0,0
863980,ORIX!,AFBIK Studio,AFBIK Studio,115,65,35000.0,0.99,0.99,0,0
864020,Lost Legend-Legacy,Unhinged LLC,Unhinged LLC,6,3,75000.0,2.99,2.99,0,0
864060,Marble It Up! Ultra,"Blueteak, The Engine Company, Shapes and Lines, Arcturus Interactive, The Quantum Astrophysicists Guild","Alvios, Inc., Bad Habit Productions",931,74,350000.0,29.99,29.99,0,11
864160,BE-A Walker,Tequilabyte Studio,"Games Operators, PlayWay S.A.",457,162,75000.0,0.99,9.99,90,0
864300,qop 3,Quiet River,Quiet River,313,20,35000.0,1.99,1.99,0,1
864370,Aztec Number,CTU,CTU,3,0,10000.0,2.99,2.99,0,0
864590,Zombie Rampage,MellowStudios,MellowStudios,2,8,35000.0,4.99,4.99,0,0
864700,Dinosaur Fossil Hunter,▲ Pyramid Games,"▲ Pyramid Games, PlayWay S.A.",659,205,75000.0,19.99,19.99,0,11
864860,HellCat,Verbal Chambers,Verbal Chambers,182,31,35000.0,0.0,0.0,0,0
864920,Tap Cats: Epic Card Battle,Classy Yak Game Studio,Screenzilla,43,17,35000.0,0.0,0.0,0,0
865040,Super Bit Blaster XL,Adamvision Studios,Adamvision Studios,800,53,150000.0,2.99,2.99,0,0
865090,AHEGAL,OppaiMan 2D,OppaiMan 2D ,662,96,75000.0,1.99,1.99,0,0
865100,李教授的知识问答,雨天工作室,雨天工作室,4,13,35000.0,1.99,1.99,0,0
865160,Takenoko,Twin Sails Interactive,Twin Sails Interactive,59,40,35000.0,9.99,9.99,0,3
865180,Reformers Intl Ver(变革者国际版),RMking,SakuraGame,57,14,150000.0,1.99,1.99,0,0
865310,Dubstep Abasralsa,Dayn,Narko Games,67,36,35000.0,0.99,0.99,0,0
865360,We Were Here Together,Total Mayhem Games,Total Mayhem Games,13321,2608,750000.0,12.99,12.99,0,178
865370,El Hincha - El Videojuego,LABASE Entertainment,XBIT S.A.C,22,7,35000.0,0.0,0.0,0,0
865610,Tails Noir,Eggnut,Raw Fury,2072,1021,1500000.0,24.99,24.99,0,2
865680,The Eternal Cylinder,ACE Team,Good Shepherd Entertainment,824,104,75000.0,24.99,24.99,0,6
865770,Caffeine,"Caffeine, Inc","Caffeine, Inc",27,6,35000.0,0.0,0.0,0,2
865820,Psychedelica of the Black Butterfly,IDEA FACTORY,Intragames,684,111,35000.0,29.99,29.99,0,4
865850,Dehumanized,BurningDust Games,SakuraGame,87,46,35000.0,1.99,1.99,0,0
865880,天岚行 - Through the Mist and Sky,FHNBHJ,FHNBHJ,179,10,35000.0,0.0,0.0,0,0
865930,BQM - BlockQuest Maker-,Wonderland Kazakiri inc.,"Gamirror Games, idealCat",126,30,10000.0,9.99,9.99,0,0
865940,SNK 40th ANNIVERSARY COLLECTION,Digital Eclipse,SNK CORPORATION,217,56,75000.0,29.99,29.99,0,1
865980,BOSSGARD,Sand Sailor Studio,Sand Sailor Studio,145,112,35000.0,19.99,19.99,0,0
866140,Arise: A Simple Story,Piccolo Studio,Untold Tales,2259,209,350000.0,19.99,19.99,0,5
866170,Deep Space Banana,"Jo-Mei, upjers",upjers,5,15,10000.0,0.0,0.0,0,0
866190,Irony Curtain: From Matryoshka with Love,Artifex Mundi,Artifex Mundi,356,50,35000.0,19.99,19.99,0,1
866310,Putin Run Away From Trump,"Nikita ""Ghost_RUS""",Ghost_RUS Games,47,33,35000.0,0.99,0.99,0,0
866340,Colonumbers,Mario Scarfone,Mario Scarfone,2,4,75000.0,0.99,0.99,0,0
866420,TANKS,Oleksandr Savostianov,Oleksandr Savostianov,235,8,35000.0,0.0,0.0,0,1
866440,What Never Was,Acke Hallgren,Acke Hallgren,4714,261,350000.0,0.0,0.0,0,4
866510,!AnyWay!,EYEFRONT,EYEFRONT,412,182,150000.0,1.99,1.99,0,2
866520,Defense the Farm,LillyWelland Inc.,Bitlock Studio,43,36,35000.0,0.99,0.99,0,0
866540,VR Flush,Brudingo Broductions,Brudingo Broductions,748,46,150000.0,0.0,0.0,0,0
866800,The Walking Dead: The Final Season,Telltale Games,Skybound Games,18302,982,750000.0,19.99,19.99,0,93
867050,Endless Fables 3: Dark Moor,Sunward Games,Artifex Mundi,178,26,35000.0,14.99,14.99,0,0
867180,Tilesweeper,IEVO,IEVO,334,51,35000.0,7.5,7.5,0,2
867210,Songs of Conquest,Lavapotion,Coffee Stain Publishing,10044,1632,1500000.0,29.99,29.99,0,121
867290,Crossroads Inn Anniversary Edition,Klabater,Klabater,2205,1807,350000.0,14.99,14.99,0,18
867400,Out of Reach: Treasure Royale,Space Boat Studios,PlayWay S.A.,309,235,35000.0,14.99,14.99,0,0
867480,Daddy,Pudding,Pudding,91,70,35000.0,2.99,2.99,0,0
867490,Remyadry,Kokoko Soft,DLsite,510,65,10000.0,9.99,9.99,0,0
867540,Honor Cry: Aftermath,SimProse Studios,SA Industry,5,9,35000.0,0.49,0.99,51,0
867550,Range Ball,meokigame,meokigame,23,11,10000.0,0.99,0.99,0,0
867660,NYKRA,ENDESGA,ENDESGA,81,52,35000.0,0.0,0.0,0,0
868020,Aperture Hand Lab,Cloudhead Games Ltd.,Valve,1286,195,350000.0,0.0,0.0,0,2
868080,Golf Galore,Hough Studio,Hough Studio,275,62,35000.0,0.99,0.99,0,2
868090,Battle Summoners VR Basic,VoleR Creative,VoleR Creative,41,14,35000.0,0.0,0.0,0,0
868150,Takelings House Party,DimnHouse,DimnHouse,272,77,35000.0,19.99,19.99,0,1
868190,Sapper boom!,13-lab,"13-lab, azimuth team",16,55,35000.0,0.99,0.99,0,0
868270,The Cycle: Frontier,YAGER,YAGER,28893,16529,7500000.0,0.0,0.0,0,2
868360,Project Hospital,Oxymoron Games,Oxymoron Games,7392,956,350000.0,24.99,24.99,0,387
868520,killer7,"GRASSHOPPER MANUFACTURE INC., Engine Software BV","NIS America, Inc.",3139,283,350000.0,19.99,19.99,0,10
868580,Arkhangel: The House of the Seven Stars,Winter Night Games,ZQ SFX LLC,64,13,35000.0,0.0,0.0,0,2
868770,Saint Kotar: The Yellow Mask,The-Mark Entertainment,The-Mark Entertainment,247,89,150000.0,0.99,0.99,0,0
868890,Horny Fighter,Tero Lunkka,Tero Lunkka,46,33,35000.0,0.79,4.99,84,0
868980,DEEP SPACE WAIFU: NEKOMIMI,Neko Climax Studios,Neko Climax Studios,362,6,10000.0,4.99,4.99,0,0
869060,Resort Boss: Golf,Gus Martin,Excalibur Publishing,57,92,35000.0,12.99,12.99,0,0
869170,Oneiros,Coal Valley Games,Coal Valley Games,253,46,35000.0,4.99,4.99,0,0
869300,The Darkest Woods,teamsupport,teamsupport,40,9,10000.0,2.99,2.99,0,0
869350,Because We're Here - Act I,Studio Elfriede,Studio Elfriede,85,4,35000.0,5.99,5.99,0,1
869500,The Book of Regrets,Synodic Arc,Synodic Arc,7,0,35000.0,2.99,2.99,0,0
869760,Stoneshard: Prologue,Ink Stains Games,HypeTrain Digital,3118,470,350000.0,0.0,0.0,0,0
869840,羽翼的祈愿 - Feather Of Praying,秋之忧郁,Eternal Dream,264,10,75000.0,1.99,1.99,0,0
869880,Cyanide & Happiness - Freakpocalypse (Episode 1),"Explosm, Skeleton Crew Studios",Serenity Forge,627,570,150000.0,5.99,19.99,70,0
870010,Mazes and Mages,Juan Jose Garrido Gomez,Juan Jose Garrido Gomez,4,3,35000.0,0.0,0.0,0,0
870020,3D Gravity Rocket,Laush Dmitriy Sergeevich,Laush Studio,35,21,35000.0,2.99,2.99,0,0
870080,Running Through Russia 2,Spell Helix,Spell Helix,78,31,10000.0,0.99,0.99,0,1
870100,乌鸦 - Crows,Labory,SA Industry,28,41,35000.0,4.99,4.99,0,0
870110,The Monsters' History Book,"喵呜喵5, 0Cube",0Cube,93,21,35000.0,3.99,3.99,0,0
870140,Treasure Hunter Man 2,origamihero games,origamihero games,16,1,35000.0,1.99,1.99,0,0
870200,Juno: New Origins,"Jundroo, LLC","Jundroo, LLC",2807,311,350000.0,19.99,19.99,0,49
870290,The Miskatonic,Rapscallion,Rapscallion,321,94,75000.0,0.99,0.99,0,0
870670,Ink Cipher,Chequered Ink Ltd.,Chequered Ink Ltd.,19,2,35000.0,0.99,0.99,0,0
